glm_RTecho2	kalm_RTecho2	glm_RTcombinedTSNR	kalm_RTcombinedTSNR	glm_RTcombinedT2STAR	kalm_RTcombinedT2STAR	glm_RTcombinedTE	kalm_RTcombinedTE	glm_RTcombinedRTt2star	kalm_RTcombinedRTt2star	glm_RTt2starFIT	kalm_RTt2starFIT	glm_RTs0FIT	kalm_RTs0FIT
-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-0
1.11781328951307	1.20237884680494	1.06577783316197	0.746896857773534	1.06336887787341	0.901911774186705	0.992811678089483	0.949610397831022	1.36186824312215	1.14381955241143	0.389363583845115	1.14381955241143	-1.74703898321696	22.9067768571598
-3.25953887148953	-1.56820179919736	-2.94319254800126	-1.84393997292918	-2.88219480196746	-2.371371623007	-3.18428080337243	-2.77158847325544	-3.12844561303867	-2.94981331386687	-6.59081306134984	-2.94981331386687	-12.1068476673102	64.410229044211
-6.12288107479275	13.7500588606482	-6.24148524805587	-4.31196021305161	-6.261529813543	-5.42298921871363	-6.07669111968567	-5.76963908191185	-6.51900872122977	-6.14397084634427	-13.450626241667	-6.14397084634427	38.0581291136027	-325.251337124282
-2.22466063469012	-69.4334595036711	-1.19839543821044	-1.71507804987648	-1.42698887188508	-1.54040359517279	-1.099324623289	-1.30483595854456	-1.13360409730549	-1.22070172573254	3.68332427817911	-1.22070172573254	-21.3969868222458	143.503510980593
2.9139124067154	30.6346018632916	1.79561112471254	2.0401225078558	1.52696747594468	1.72730027713154	1.67720633742965	1.70086038360087	2.15676160327074	1.92693612004401	0.564270118133342	1.92693612004401	-15.2985150227189	126.140420349809
12.3720839332538	38.0609627461879	11.1512300873362	12.1229239058369	10.9743289525786	11.4509350692028	10.6848455299369	11.049967098638	12.1172707398997	11.5953258617435	2.78940105890044	11.5953258617435	26.7224872053351	-97.2991292544611
4.4668724709982	-20.7710603454049	4.29702117202784	3.74135988656405	4.26549227995385	4.05446388618411	4.00380295891175	4.02819235736198	4.59117585503787	4.31006912693681	-0.476174001911463	4.31006912693681	-19.7876756317143	179.409697515198
1.4474521131174	38.2997225380427	1.29078427596625	1.98584014892131	1.34636054434535	1.60043500527904	1.29063448972289	1.43450470295844	1.53010762097522	1.48341323934019	-2.1056173787474	1.48341323934019	14.6130181869297	-93.5106557212105
-6.23507619930732	-19.800122786288	-5.87565077103816	-6.35610360761556	-5.64728240425533	-5.94558744486204	-5.55839583533715	-5.74269700503018	-6.87487496434615	-6.30860589308183	2.41948847542744	-6.30860589308183	-1.00548180961111	-45.2200817604339
