RTecho2_rleftMotor	RTcombinedTSNR_rleftMotor	RTcombinedT2STAR_rleftMotor	RTcombinedTE_rleftMotor	RTcombinedRTt2star_rleftMotor	RTt2starFIT_rleftMotor	RTs0FIT_rleftMotor	RTecho2_rbilateralAmygdala	RTcombinedTSNR_rbilateralAmygdala	RTcombinedT2STAR_rbilateralAmygdala	RTcombinedTE_rbilateralAmygdala	RTcombinedRTt2star_rbilateralAmygdala	RTt2starFIT_rbilateralAmygdala	RTs0FIT_rbilateralAmygdala	RTecho2_rfusiformGyrus	RTcombinedTSNR_rfusiformGyrus	RTcombinedT2STAR_rfusiformGyrus	RTcombinedTE_rfusiformGyrus	RTcombinedRTt2star_rfusiformGyrus	RTt2starFIT_rfusiformGyrus	RTs0FIT_rfusiformGyrus	RTecho2_FWE	RTcombinedTSNR_FWE	RTcombinedT2STAR_FWE	RTcombinedTE_FWE	RTcombinedRTt2star_FWE	RTt2starFIT_FWE	RTs0FIT_FWE	RTecho2_noFWE	RTcombinedTSNR_noFWE	RTcombinedT2STAR_noFWE	RTcombinedTE_noFWE	RTcombinedRTt2star_noFWE	RTt2starFIT_noFWE	RTs0FIT_noFWE	RTecho2_AND	RTcombinedTSNR_AND	RTcombinedT2STAR_AND	RTcombinedTE_AND	RTcombinedRTt2star_AND	RTt2starFIT_AND	RTs0FIT_AND	RTecho2_OR	RTcombinedTSNR_OR	RTcombinedT2STAR_OR	RTcombinedTE_OR	RTcombinedRTt2star_OR	RTt2starFIT_OR	RTs0FIT_OR
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-10.9080983922053	-9.36090315571182	-10.9843438675038	-15.9794897832194	-10.4886836801673	-99.9926456832387	99.8772805910025	-3.2294201627606	-1.33306899511622	-1.69278590596775	-12.6801572169162	-1.601607731805	-99.9940688929846	129.872726079373	-5.54146314013879	-1.43409806456805	-1.51093210278849	-13.4020063738908	-1.32964000328421	-99.9940210249682	139.79350294392	-1.83484032635162	-2.3345275491605	-3.93569693946894	-10.098617988815	-3.49878353081907	-99.9933688206523	104.329842578484	2.35493235108295	1.91721237098747	0.916164177831249	-6.2662599185107	1.31366957569681	-99.993303533379	116.351030464389	7.14142195060896	8.268066841522	6.117277381118	-1.87438913067152	6.48914565969233	-99.9932028506972	117.092923463423	-1.88568689318514	-1.74641932452595	-3.31354407279991	-10.2256177325067	-2.89537975373075	-99.99342429066	109.505300404034
2.8421709430404e-14	4.2632564145606e-14	4.2632564145606e-14	7.105427357601e-14	0	4.2632564145606e-14	7.105427357601e-14	7.105427357601e-14	0	7.105427357601e-14	-2.8421709430404e-14	7.105427357601e-14	2.8421709430404e-14	2.8421709430404e-14	0	4.2632564145606e-14	4.2632564145606e-14	2.8421709430404e-14	4.2632564145606e-14	7.105427357601e-14	2.8421709430404e-14	8.5265128291212e-14	7.105427357601e-14	0	1.13686837721616e-13	-2.8421709430404e-14	4.2632564145606e-14	4.2632564145606e-14	-2.8421709430404e-14	7.105427357601e-14	2.8421709430404e-14	2.8421709430404e-14	7.105427357601e-14	0	2.8421709430404e-14	0	4.2632564145606e-14	4.2632564145606e-14	7.105427357601e-14	4.2632564145606e-14	4.2632564145606e-14	0	7.105427357601e-14	7.105427357601e-14	4.2632564145606e-14	8.5265128291212e-14	7.105427357601e-14	4.2632564145606e-14	4.2632564145606e-14
-1.09204893306728	-1.08625420473427	-1.11608124908402	-1.08770445324744	-1.04039749944451	-1.04339121693113	1.12708773787071	-0.162696716123918	-0.104819882366684	-0.0928256199172495	-0.0491245199245753	-0.165663421769878	-0.0353971278918692	-0.622400927201795	-0.0048474670916363	0.0123063457660351	0.0358977188116114	0.0084116893178674	0.0152955406259423	-0.159759067818541	-0.208103071776804	-0.430149536677504	-0.415827926142015	-0.420729629740265	-0.440395753132691	-0.37705367676719	-0.199791783300554	0.467103182439899	-0.232201155460004	-0.220961724905806	-0.221328543037885	-0.223585140476089	-0.212374006354395	-0.0708944651093191	0.0888499638741251	-0.188244340454773	-0.192014239773314	-0.179945917902728	-0.186543462019102	-0.161037775855903	-0.186812620697438	-0.105423136130611	-0.437574699894967	-0.420942480505929	-0.42444380120395	-0.456838971206423	-0.367288212101386	-0.277273621459372	0.546474218061604
-0.865415315561719	-0.842066382057382	-0.889567096010694	-0.897438802042629	-0.763968527973375	-1.29552976254708	2.03837572066699	-0.0147273638001479	0.0643314099628896	0.0883438807158541	0.0946390610202741	0.0733175616473858	-0.087096716454468	-0.178447801722854	-0.124275942392813	-0.147662472107825	-0.15062482597898	-0.167531963371033	-0.159277413362361	-0.161708250813106	-0.90261219012892	0.112588267847798	0.164403353508959	0.166663788900621	0.158836360145472	0.197223004704909	0.11489178108657	-0.799159968797909	-0.0043373003295244	0.0305295957687406	0.0287569829429799	0.0195728990142641	0.0488921380699594	-0.263992039212695	-0.508064375309687	-0.101896589482791	-0.114513682869003	-0.112962852808522	-0.108706401649457	-0.0813311044747564	-0.0495414515593211	-0.0270114146820504	0.0140511502346925	0.0621337029482589	0.0601895035682531	0.0494712567878679	0.0990570159558501	-0.0219006965761963	-0.776767276200246
-1.28993186895013	-1.23696283974213	-1.30821245104835	-1.29199391232373	-1.1752587443427	-1.26583500674778	1.00945785345287	0.0300197862856919	-0.00996359506399358	0.0121696459700615	0.105441974981744	-0.0927110529841144	0.456848049422703	-0.68607753808287	-0.217122694117634	-0.281228430680159	-0.280760327995196	-0.279465871275818	-0.297038495723911	-0.25039682813663	-0.655297798458633	-0.256364109692598	-0.201493206844077	-0.199392232961287	-0.201899794635395	-0.168656006862676	1.22610304964522	-0.00514301198903411	-0.287763014780623	-0.258879262054421	-0.260647704656819	-0.264087380543714	-0.250367419368402	0.335056458887522	-0.165162279030298	-0.0868687861162698	-0.139419060455111	-0.144888300037621	-0.130908396670648	-0.119101954916289	0.11936107874908	-0.156745388934837	-0.330397287443901	-0.277035810602356	-0.277276047637741	-0.283265556388741	-0.247220779308151	0.887347294690798	-0.0258863065941455
-0.58883964716567	-0.57316931445564	-0.609800158430303	-0.566614081396693	-0.561745752103391	-0.301408817888344	-1.99266683261067	-0.124639607461745	-0.136593162069758	-0.109606390258975	-0.0223463920774094	-0.208577146488381	0.860150925993992	-0.993584971730428	-0.024050208340185	-0.104162159640481	-0.0999265536942175	-0.102709267128816	-0.0974942938591852	-0.146946242715231	-0.530105118026853	0.190628074804607	0.221458422299634	0.228189348573849	0.220516135959812	0.233349185192935	-0.345510656964919	-0.223349439542915	0.000341388382338437	0.0486760341917574	0.0471984837598285	0.0551822414302876	0.0317915531388167	-0.0165664159728465	-0.508953700808163	0.025438731655413	-0.073125568355465	-0.0802170716039541	-0.0611879716334869	-0.0510513607849532	0.364186509180158	-0.066471666272534	0.114787440261651	0.142858141054035	0.147061293624034	0.140112109419249	0.143818647490292	-0.462027261380655	-0.243120775489515
-0.301284613655568	-0.316191540761949	-0.330695706540482	-0.284150578452994	-0.322565572103713	-0.0891017629015494	-1.09446055533843	-0.28645102299285	-0.239275204877259	-0.217072996847605	-0.159320398019943	-0.272396169767987	0.317277251840608	-0.763143217091738	-0.136634549133376	-0.155696190804463	-0.158685528635132	-0.15446533690475	-0.115321783933766	0.0905666269159724	0.289208243178308	0.0327078643957037	0.0436678716031196	0.0493909153132392	0.0674957709869233	0.0543838961689573	0.843689573075793	-0.417795002141929	-0.0339025612445454	-0.0417364447353634	-0.04171482733517	-0.0297172860881005	-0.0291857985706798	0.174488015858756	-0.087118543061564	-0.157510888140209	-0.158422850202157	-0.176899687799022	-0.152916473887984	-0.108963038399722	0.559081009055902	0.0784881303158187	-0.0135493507430624	0.00394769777811632	0.00821856510668795	0.0281768019864188	0.0137310574736489	0.687983671142845	-0.382402823216566
-0.224097053729281	-0.254623944953508	-0.260087056019756	-0.222604540511341	-0.247640201498342	0.10046938648243	1.43241452849834	-0.154681937876461	-0.33083024809423	-0.288049799688082	-0.252706056042456	-0.288130399316231	0.299430499515509	-0.491842534529425	-0.0126916369042505	-0.106099059718673	-0.107177852499589	-0.0890760607299086	-0.114343637594132	-0.000247785659880151	-0.782720315774682	0.135355887439871	0.240257424436322	0.249462810884964	0.253294120875253	0.246846785320571	-0.242255477722281	-0.988084181552694	-0.0544344416929476	0.00509811097764157	0.00543267678261827	0.0102939360782699	0.00750055715809594	-0.0109396861784603	-0.723217834666372	-0.0743000911669611	-0.0415024651171478	-0.0539780152813023	-0.00333570660997395	-0.0642656209128489	0.678425439665347	-0.301562797731606	0.0813475750701969	0.161557052687414	0.169453551170477	0.179213551769124	0.171440648095356	-0.195406469006883	-1.05818721093817
0.0889926690161218	0.00953250978766107	0.00651365652086611	0.0419126377656482	-0.00983411401341527	0.0432667753190543	-0.461501887245106	0.0165200672194175	-0.0422035763779576	0.00876669114164486	0.0778251428534986	-0.0887883122321682	0.518787467788087	-1.02753433405684	0.348168209213398	0.22608899503787	0.229950896678758	0.252327793557555	0.221224545752463	0.210194642380216	0.0457090014478467	0.0256252402735697	0.0912948567592338	0.0933542459488308	0.086692197815168	0.105451264306367	-0.964247703016468	0.889544045174432	-0.00234712747520405	0.0272965733079502	0.02736730645438	0.028734475610122	0.031000356121865	-0.499297647447577	0.266768842762573	0.483587162259539	0.359802257504938	0.354480515781418	0.405176190557526	0.374788662762569	0.999028822365446	0.298836939499807	0.0753709781753145	0.123248265878843	0.127351976956106	0.121453682393067	0.13623384233496	-0.774835998648385	0.6047587582527
0.353320912807334	0.270103075603203	0.285199173777144	0.293796276854508	0.256152214030607	0.0969867953960772	-0.359702066798235	-0.142507592117155	-0.336240016837507	-0.322768201676737	-0.297974806484874	-0.294552537514889	0.152140101660223	-0.428576109075536	0.105264548998818	-0.00642196109143356	-0.00156894598953272	0.0262091742412309	0.0139621249126094	0.467331634084658	0.390315198008679	0.477140457688634	0.516647719556104	0.529355703083411	0.551136344243929	0.513834105079923	0.457018600634584	0.731209437196583	0.208022410307152	0.240714608503765	0.245528564730122	0.263733564416185	0.237880869132184	0.0783136343385422	-0.187134697798328	0.346488320352847	0.255215975367861	0.262370574920823	0.289499100141271	0.253266967521327	0.625327956496747	0.120337224375049	0.442157532247833	0.460675124204897	0.47356578041753	0.504262366200422	0.462724487298516	0.473492962601213	0.560439891040204
-0.253153891344994	-0.215007513291724	-0.230214384770122	-0.229263192959436	-0.218971273419172	-0.102206313183686	-1.12313481901408	-0.204415785117945	-0.212394488166495	-0.179822537858016	-0.162735458627026	-0.223637233587951	-0.344907809320645	-0.774177090498682	0.252009627566281	0.183218841685701	0.185177007120558	0.226696163845006	0.152367593693299	0.188461008405042	-0.28772835142324	0.0940083856206968	0.176028252553323	0.183665008856138	0.200947950932289	0.178014904762676	0.94417206873598	0.300236549262479	0.0632564577573334	0.0871982403332368	0.0876044632770174	0.102408460479779	0.08107404254703	0.451909527146981	-0.0653673807768627	0.35161099491927	0.274340494213405	0.27459699105718	0.29116850914275	0.29665947967618	0.592496891947377	0.347606708905346	0.0830114430075497	0.152173195949089	0.159335847428864	0.184643632865217	0.15078007934666	0.822467550175361	0.0862538471629222
0.596735859673728	0.476722382325363	0.487736356763861	0.519900723391501	0.483673809254242	0.346065968378355	-0.0616749105711989	0.637524049249123	0.363221274221488	0.414979938013644	0.468353433161923	0.300098777533094	0.238300713704902	-0.414087790121712	0.611958288011124	0.439394979630919	0.468623819278875	0.556070150590358	0.377208940607616	0.79150788095555	-0.256270366107756	0.671212575078115	0.676808997184253	0.706198076265224	0.745230290588367	0.672124964257506	0.892689649844925	0.320531652551921	0.453567270499704	0.469845979958222	0.485884080426871	0.517477724066268	0.465139253564189	0.82003793399987	0.0966733647004929	0.625895221296275	0.543789420409752	0.591456007954633	0.679745870140835	0.532849388733325	1.62931560006309	0.319290831644324	0.604489581011578	0.591384588267928	0.61886046288339	0.671309406143223	0.583711388780145	0.827740517740722	0.249691868492548
