glm_RTecho2	kalm_RTecho2	glm_RTcombinedTSNR	kalm_RTcombinedTSNR	glm_RTcombinedT2STAR	kalm_RTcombinedT2STAR	glm_RTcombinedTE	kalm_RTcombinedTE	glm_RTcombinedRTt2star	kalm_RTcombinedRTt2star	glm_RTt2starFIT	kalm_RTt2starFIT	glm_RTs0FIT	kalm_RTs0FIT
1.40537404528386	1.25467990063737	1.4014386100063	1.34122261261829	1.403189986991	1.37432844837633	1.40533280134676	1.39063617419327	1.39568100219477	1.39303637616222	1.45742537954746	1.39303637616222	0.593296909415308	1.33447754254548
1.50071475174426	1.09124216982256	1.50100084457533	1.36631146273805	1.5007601762685	1.44200976187604	1.51238476243095	1.47923160296321	1.47399014891776	1.4765173874306	1.63348120820593	1.4765173874306	16.0831605264093	0.983844654711878
1.42921491162969	1.24130528139837	1.41445768200438	1.33190882981791	1.41508974086319	1.37512545218508	1.42682438756992	1.40156406124215	1.40539941390548	1.40350529392138	1.57370181084096	1.40350529392138	0.960920340733968	1.16292135711007
2.3504532866211	2.35435164925571	2.34588927522342	2.35500871340596	2.34214711235909	2.34832586471367	2.32693139385093	2.33717892600236	2.38711979264833	2.36300641526721	2.15859482733431	2.36300641526721	-1.06159986096821	3.3389421389896
1.74558836871784	1.41764197046387	1.74437340002519	1.59916345049026	1.74121259281411	1.67281575582047	1.75723784351541	1.71580549372435	1.73335589019675	1.72457309119622	2.06479406489201	1.72457309119622	0.883555837736644	1.44472644310131
1.8497300814968	2.15645797397157	1.88752939035023	1.94864860537054	1.8838586965337	1.90974609909216	1.8892095194117	1.89860662120015	1.90283569489077	1.90110134351744	1.73257719049797	1.90110134351744	0.988544463907009	4.43617905874401
3.05293137109893	2.76015334985769	2.92789934357718	2.87665120964853	2.96108468558332	2.92255951179018	2.93447416963705	2.92902378171619	2.90195774742071	2.91191885305109	2.91014966014114	2.92380913660938	6.52999508597416	2.85164143521036
1.93140325442647	1.59737053677597	1.92071617928159	1.76552950943427	1.92779044378743	1.84906701560578	1.94122169076858	1.89607325382101	1.91331737708835	1.90497300190401	2.21962707065992	1.90497300190401	0.617572482308683	1.40427958770343
1.89398450307316	1.17383741202993	1.99338316473632	1.8503585081736	1.97014521716349	1.91921479587993	1.93243750940214	1.92609516572782	2.06947764289214	1.99787895194505	2.46778964176216	1.99787895194505	0.798331448915975	1.26166250537037
2.20837269950156	2.07150629430545	2.16812684355624	2.13402578501337	2.16856067235749	2.15321393818619	2.15380783511114	2.15356800902384	2.17633262040564	2.16522241111771	2.04855845052454	2.16522241111771	4.21624719200468	2.49482153089645
1.60871106290516	1.3157110432998	1.65006590289294	1.5077262378093	1.6436999587798	1.57707765366067	1.65672054072687	1.61707349906644	1.63299181824669	1.62503355301283	1.7110706140278	1.62503355301283	0.969937120811821	1.38638118914069
1.63133598909217	1.37815897810201	1.62293577263391	1.51776802732859	1.62340878291014	1.57326181082548	1.62304908659924	1.59887955158036	1.65298098093353	1.62833026300177	1.63972578667901	1.61970774836481	0.95102793142086	1.45421862685954
