rest_run-1	fingerTapping	emotionProcessing	rest_run-2	fingerTappingImagined	emotionProcessingImagined
33.2234991712558	29.713154677375393	27.4418281414802	34.47880689942511	27.3922103261001	31.077896811846625
22.866307960013025	23.866819218729226	22.63175812572075	28.808580756942902	16.72300699147948	23.602282187913428
24.25121581869635	21.59310060319944	20.933633510445233	21.87348415279078	22.224448675827688	24.479790479312314
25.549383210604876	34.36345691975703	23.213574686263954	34.19156865589058	41.4691525299119	36.45714948409123
24.067042713644142	26.6809735729228	24.561961553415873	25.910334968436022	27.069733648155406	24.935196935732495
25.306950040780862	23.321156418979406	24.22066892120229	25.22015505411521	22.471120151218635	21.207549168898574
44.13484232196397	38.34527348222139	33.21916390569825	52.80217917844636	33.79699859132417	46.50065323038702
59.87105455135328	49.17797265561564	66.88769731567183	57.14372950135134	34.369211844447065	85.7500680599697
29.626797972961366	22.484486574887253	22.8224654926076	39.504782801028824	27.32579112184209	29.543362993404223
37.64942534217266	31.77241578780483	30.57000007725282	40.67294753198466	29.51408797669373	30.552239361916033
20.341743780826533	28.90451341273758	19.676420289292466	41.034710903305985	20.643554379416123	20.897786557797602
25.6102868674973	23.376187092502626	24.220942707294466	23.810250803248458	21.858969477815943	22.69751539556998
20.982775603952824	21.338945960730705	22.09221473924154	26.97112243950026	32.45580399142462	24.924965730183544
26.005445697486618	29.5363519521181	29.465670479147754	30.80791722738834	22.939477481846154	29.69763381853363
32.7602872690602	28.962573825134545	28.518673848635718	29.91424302816165	29.66435385205631	26.31905647924542
32.59858787215732	29.428443237984478	25.984493112982584	28.218169907167585	25.461659850654534	26.978462016389418
34.403192470443976	35.13457521096291	29.709397875508426	42.419355256234226	34.09945872713106	32.759391444571435
54.95471086304054	65.4055964348622	43.197056568457135	71.85705409447274	70.19808181356845	112.01864793399
25.73289566467838	32.82387077280478	32.96087892268619	26.12990299344696	29.062958188646753	27.476728509097192
24.978681121025275	24.702424270799845	20.642455318270528	33.59351960186663	21.63854168846031	24.47765036119386
25.342849226337663	29.06887006987793	27.590541210242645	30.588482572376087	28.10262553110405	35.272312276772446
19.74220999419599	24.10186109616875	18.630244730674725	24.428410057333963	23.12254411427857	21.800539027304076
30.0862945786466	35.41920798672609	34.221468864875135	43.14223086002658	31.348465914847136	34.75832935906144
46.36002430689412	41.01625003571712	30.096290904203695	29.73207747285674	22.80911420476985	22.281720584612074
21.118984783126194	25.289559702433213	39.14457941958896	29.651812950468297	24.571858050933436	25.40252923571299
26.912370169977677	27.33275475317504	22.611743736393674	26.88802226478788	23.475617284111983	22.361589900294078
26.657915902027362	35.502210911766056	24.50181461253274	27.1036937570031	24.61359461618612	33.894911456911984
20.191716803644063	17.926135749867242	20.025323174052183	20.556619718124058	22.527495718056535	27.300944674847166
