rest_run-1	fingerTapping	emotionProcessing	rest_run-2	fingerTappingImagined	emotionProcessingImagined
100.63391580938801	108.04358999408701	110.18544956171499	106.57482371979799	111.386993564924	107.412527986538
92.3853747948695	100.996917435719	102.62196626643299	89.2297180251536	106.711161766782	104.545974018782
84.4578557786033	92.24799629023241	94.636563126231	91.0147547100693	93.5612984897102	91.77326332209059
95.4500209655384	91.25485553354359	104.042815768673	91.36862534160521	84.7592001642423	95.8494249941915
103.952839272469	105.02638225705999	104.12825535185699	107.717466548645	105.971777348275	108.694072127537
112.35670066303699	119.619700978291	124.963431899992	120.831427325243	126.486611358701	126.43394787909901
96.64560883914749	103.11758421584999	105.055324930474	95.10733126143991	102.318559973582	97.67346465333759
68.614925941134	71.7411586939445	63.07336830433	72.99114578997171	88.95732204172751	62.0842363405204
106.13985124160101	102.76101104687099	105.68792524532101	104.496523863386	96.44064808713041	90.59192125333651
98.16665114901319	109.332075387319	100.993405849537	101.281194920107	108.036648228056	113.467912548053
102.416629949884	99.7930554274734	107.642989675591	96.1655721784385	108.65812101498001	100.500105213914
105.29855396326201	110.51977574156601	117.282614366228	110.76084394516	112.574969885019	114.48106292766899
102.103170537351	107.61657199439001	99.5459228304442	101.65226980114001	95.5517934722041	100.415881313472
101.419075890461	101.379466853134	101.935416448815	107.236294877527	104.84632943561701	98.83901389340771
112.20844025103901	116.41991237694401	120.34210216728	117.114339186745	116.796624994753	123.47437738545099
100.295369534858	103.314903457602	103.476811381335	110.722429908349	110.241713873363	110.222324891323
113.75611006818501	112.555742642181	119.346621677821	107.120872552476	117.272441728488	112.45251988404499
90.37377004399029	89.71524504991541	105.26846721380801	86.2564692264363	97.5224704084895	75.1340330943706
106.95637557580099	108.32168212384701	108.15832380724899	113.058119353777	113.933025172745	110.838985146399
109.22302854318	109.23808831434201	113.454090080749	101.722559431274	110.460145700842	110.08851423022
98.9435066679726	106.536154340004	106.070556606823	107.04423679768298	107.90887076328801	102.31505904341499
108.54336825514	107.81812964467699	111.91777371840901	104.67695334367	108.145988873017	105.706733066269
104.58547618736401	100.388086314194	108.292763908626	108.307955804025	111.739343490147	111.99492007581499
93.8205102092503	99.19060451027059	109.27773540159299	100.366239685503	110.49108215069401	109.222179792585
96.730637409169	94.4502913395656	91.5610946515223	94.53574631259158	91.889569110886	98.0642807877027
112.285355816313	110.70163305077699	115.15983561315399	110.120922035624	113.40697233073999	111.853972258982
97.36365040650601	91.1916477928645	95.7810738469691	96.98843769737991	99.1193868389658	89.0814250390111
111.030591258269	112.868124942649	113.669308436292	112.120620465338	112.71197628410201	110.35318316473301
