rest_run-1	fingerTapping	emotionProcessing	rest_run-2	fingerTappingImagined	emotionProcessingImagined
75.1277761013654	81.84560822598709	83.45060458117291	79.49516763030609	84.87781315268309	81.582250059973
71.808040234328	77.7302442936578	80.27767757887041	66.2453854435371	87.499914254958	81.7509036425488
66.4629953511286	73.6953351032372	77.2324445914457	72.0143416564815	75.4297207002359	72.51724609057071
77.92881596929841	70.67831278421959	86.9948719799001	70.6681340531696	64.6333091785783	73.3779921213532
85.02003527595541	84.7583200723845	86.8874060261956	88.1589811722604	86.3527760402278	88.91734651217699
85.4051997838953	91.57124322932171	97.7931001540484	90.0478599888358	98.66729369416149	97.1043701299385
71.0781116996885	76.59152409188371	80.5485928005983	68.868970301973	76.9104067555437	70.9564200997693
47.7328689649234	50.2200636663002	42.7626139865596	50.53400800739411	65.1396605638525	42.811558107424204
84.6391229711146	80.60421582604259	83.23546840004609	79.9625292173903	71.1754190148742	68.3845914815723
71.66578096551741	82.1965306116184	75.7917145017865	72.5119718561272	80.65087097550891	85.3142940194502
82.21509090728729	77.193572407513	86.0915905890839	72.97006657870391	85.81782716609399	79.1005761456032
86.2402960917482	92.13141405825779	99.0163740089337	88.96688383492479	95.85980018033571	97.0819125946431
79.1943074418747	84.8696814786205	76.8472789677734	76.181274753306	70.9952376204965	76.10587934789929
80.7769708244055	79.72180707448759	82.03061368567309	85.7554516886907	84.4117537194055	76.1612315597193
82.8876558138918	85.0250669860361	90.3262749370591	84.4550663676048	83.7048788297631	90.32507031859491
78.0554117753091	80.1989413675986	80.8412552351026	85.13192765988791	84.72140315489891	85.3705068806335
84.3035797766407	82.5835391588368	91.1580354815302	76.0224637273012	87.2872350585871	82.8847451323938
61.7057405578186	60.123636721381295	74.3606023251518	57.9093926663869	66.7319286412593	49.2477730295454
85.3456958112539	84.0865004626052	83.7057063476209	88.1471846333931	89.8590309933822	85.56487707271809
85.7769782352348	85.0158472262718	90.08196029238691	77.27688605282741	85.8798881590086	86.81895808952521
73.7413959013954	77.771256743156	78.83468107005291	77.7715718262606	79.646438701923	72.85956339344409
83.4032219635574	79.86181408793291	87.919462250741	77.2559105908323	81.4323763843055	78.363490994635
84.65997118432709	77.18771213519071	85.1683578100771	83.4109926074178	88.87693654442819	89.0736901806393
70.39033494458891	73.6808373901867	83.24138262842091	74.0099434624388	84.1368410389484	82.685134617932
79.0464283564496	74.5509670390815	71.24615961296341	73.6169400852338	73.10442375667841	78.3918594528162
85.742494974761	84.548607733254	90.1460495795948	82.79473685548709	86.82471163577169	85.7827639926136
76.58893967020471	68.33192542650889	74.9516086127808	75.204218249141	78.3663402286111	66.5616598635948
84.5008064412124	87.19880555189421	88.654570940005	83.5986732569708	84.2340528248053	81.5052820214296
