rest_run-1	fingerTapping	emotionProcessing	rest_run-2	fingerTappingImagined	emotionProcessingImagined
32.4394839588854	36.511224137161705	37.868132285229294	34.3547462469145	38.5416636676062	36.922285521370604
33.5074725240842	36.07860496199471	37.9343429384793	29.0875776377654	44.498759933737794	39.1226244115946
30.610889376939603	35.3989099030663	38.21290263141171	34.3358589398259	36.8991537205141	34.7760474436566
37.865878433760294	31.8791223210138	44.130782669981606	31.4015722184187	28.6291858256498	33.2372143144585
47.412512410503105	46.537675011237205	49.7872631338058	49.400566090425606	48.039686332829	50.005516236561206
38.5970014787851	42.44383925648879	46.436706650565604	40.8644157290231	47.6175722379745	46.48095811556271
31.6894874689756	34.504384318641	37.7345587788831	30.2326933690806	35.1146504080233	30.827684464451497
16.7890362777247	17.8107879512552	14.091764116218501	17.3935610383014	24.255240416023604	14.2360291581637
45.4089827493139	42.001139701098204	44.24145277162721	39.7052151375299	34.513740600552204	33.7262812508314
31.392689532098302	37.8520903590051	34.4249460891039	30.612027867269003	37.0158677226028	39.440083957954705
41.0849245926345	36.4939487526876	43.6774517087233	33.5051111951798	42.9162291185449	38.3884233450109
54.47302757877029	59.775465081517	66.2686257105614	55.6688980205445	63.537763417902795	63.6843768057405
39.6624233255139	42.6501948169014	37.7910006519844	35.708921816186496	33.1611144322273	36.8501168683421
35.9312979351435	33.8324171593874	35.395663772673004	38.413391952709496	36.8454216114598	31.775729472283
33.4472144480998	35.537128296901706	38.903056808319896	33.9288935531942	33.4731335147817	38.421638083851704
35.266212160647505	36.4410258601693	37.1837089727937	39.4809987544201	38.908861746137205	39.571030611634
40.690254831269	39.54992953472279	45.620250157420905	35.577456944377296	43.0517432265259	40.943020505499796
22.3337388025133	21.5591594722256	29.2678750930161	20.4135546977213	24.196244775685802	16.6678761248865
37.2163806212726	36.023433010473	35.24782918227179	38.327200902308604	39.2192129249598	36.0359034338926
44.551830137638206	43.2718610632938	47.320183407388804	37.9592236885659	44.259437917879296	45.388597472147204
37.065954654820004	38.1484002894344	39.6344109635714	37.764562665917204	39.648270359104295	34.845814387543804
38.120959577898205	34.7060655740543	41.521157365710295	33.588770956511695	36.4552346913442	34.5964483251854
47.909262277760604	40.4932689176821	46.18203349361529	44.5829692619902	49.409166439335394	49.2866361692447
31.3952848013871	32.985332782983605	39.7813774379257	33.2610114168766	40.555168602367104	39.468815649946706
43.0083886574582	38.7246178649958	35.3338033037578	36.7448421469569	36.8748408895073	41.0554300928152
44.625387793834705	44.633676620656395	49.5982272197046	43.8909172362499	46.314123552414706	46.3736840162344
34.6349859784678	29.4673172423737	33.89171804003939	34.085201681604	36.4712896688813	28.1996147845466
43.262873966749495	45.6147268385055	46.8193670506362	42.1555950550984	41.225462162943295	39.1319845824505
