echo2_FWE	echo2_noFWE	echo2_anatROI	echo2_fweAND	echo2_fweOR	combTSNR_FWE	combTSNR_noFWE	combTSNR_anatROI	combTSNR_fweAND	combTSNR_fweOR	combT2STAR_FWE	combT2STAR_noFWE	combT2STAR_anatROI	combT2STAR_fweAND	combT2STAR_fweOR	combTE_FWE	combTE_noFWE	combTE_anatROI	combTE_fweAND	combTE_fweOR	combT2STARfit_FWE	combT2STARfit_noFWE	combT2STARfit_anatROI	combT2STARfit_fweAND	combT2STARfit_fweOR	T2STARfit_FWE	T2STARfit_noFWE	T2STARfit_anatROI	T2STARfit_fweAND	T2STARfit_fweOR
1.54414797003717	0.950630404743687	0.0910532109944025	1.24725065196534	0.54350438938765	0.94069922413441	0.585950194827874	0.258939470876042	1.15298315862908	0.42154403452331	0.955530447582285	0.554048761516843	0.241983380893796	1.18826274521629	0.456849553154234	1.56181980789206	0.71331453585848	0.502331795951436	1.29616168316643	0.522070787732803	1.29839322022267	0.581062062018461	-0.211449039487274	1.02633303742436	0.344614489757644	1.90993095058935	2.00633096263251	NaN	1.18300154114225	NaN
1.09910576002254	0.82267598805979	0.124842417185247	1.06752546491039	0.761184923266864	1.20263307951791	0.621076110389984	0.29122028022861	0.939118886443008	0.853700516039026	1.21477940937812	0.586760340490516	0.300300356440601	0.974525296835021	0.939731795481534	1.1155311498701	0.71567035895059	0.490885782280586	1.05163660104258	0.753243987789182	0.822721362064909	0.473983328757115	-0.017150520190852	0.905703270085373	1.01012194347932	2.27025004977156	1.64981131903688	NaN	1.54880056805541	-0.819009296181708
1.9032980701104	0.71155157722675	NaN	0.896835119334643	0.912437805255679	1.43747882192938	0.641181439767908	NaN	0.82576299110753	0.627567046716611	1.10773300456265	0.642815355780985	NaN	0.840193170529857	0.674603445161527	1.93573592852567	0.809291742179746	NaN	0.908165298574517	0.781525985741316	1.13062888155611	0.613397329326651	NaN	0.783985682254279	0.55287703014458	2.41939779772872	1.71603043017943	NaN	1.05551181169821	-0.569468912158833
1.83331055429468	0.826427560886909	-0.213875413732335	NaN	0.41164748171696	1.09824194556481	0.632024206237009	0.275529905251326	NaN	0.274382723053406	1.42775219614909	0.625960140470299	0.333889914637622	NaN	0.306233403354401	1.57792419234812	0.798111327401065	0.74055908576784	NaN	0.346400223661626	1.31712187273296	0.735242269703795	-0.294025987677952	NaN	0.266597513109792	2.13710232535124	1.87080842280915	NaN	NaN	0.117576738026296
1.13244547255606	0.978085394816249	0.178478991354662	NaN	0.443358069429526	1.27134487910113	0.866115770986113	0.308499639023208	NaN	0.32620521964535	1.01669732050124	0.576446315075147	0.319736490703504	NaN	0.394790152735192	1.98851506998792	0.791147921303032	0.563834123947558	NaN	0.562306136940516	0.984111659428582	0.571117812721606	-0.0222038629474535	NaN	0.354130086634839	6.01926729199729	1.64530430783988	NaN	NaN	NaN
1.18620766467075	0.814283006168086	0.317919626716796	NaN	0.308453790441183	1.35034534357849	0.978011765056222	0.218567005301044	NaN	0.186292084284109	1.03109542693597	0.85551803603357	0.209254378590093	NaN	0.223815463621248	1.12697955026099	0.783257861305071	0.328773267787343	NaN	0.34154377078095	1.25372186040452	0.548828788267054	0.020859123941757	NaN	0.224694007932121	NaN	1.52175928195292	NaN	NaN	-0.166295698167033
1.16310478668965	0.830627271148606	NaN	NaN	1.45387243321325	0.972775003755601	1.00104931573593	NaN	NaN	1.48354694778439	1.87902597300869	0.722601851556491	0.118348799427713	NaN	1.50405450353012	1.11808347979362	1.03989423327573	NaN	NaN	1.65630828288194	0.91401586234194	0.530274622863832	-0.899318954443389	NaN	1.21758279548342	NaN	1.46073202685527	NaN	NaN	NaN
0.928419382532669	0.846190904034618	-0.180151576418039	NaN	1.05929317048275	1.00593859486877	1.06908553336401	0.390697681994745	NaN	1.00593859486877	1.50526026236353	0.904198754806918	0.385569507070867	NaN	1.03109542693597	0.819306881886544	1.02839473702933	1.01835831681051	NaN	1.1155311498701	0.978907590428036	0.510715834673967	-0.903191746967102	NaN	0.978907590428036	NaN	1.4216376650948	NaN	NaN	1.28621392509554
1.14351833291409	1.33965172169864	0.0311275527219559	NaN	0.971903800302204	1.80775396379318	0.482314623684241	0.621264528561599	NaN	0.907194929244439	1.94359748141556	0.867522083847523	0.750919049810384	NaN	0.932594392689725	0.924838317401356	1.89439924769438	1.32709680815721	NaN	0.997335278779042	1.23462519069959	0.534597463920275	0.0513166577266614	NaN	0.886099307794468	NaN	1.43467896621667	NaN	NaN	1.02719598079668
1.22985271575626	0.976880576852697	0.552162347465003	NaN	1.9032980701104	1.44299213529848	0.50779627225168	0.633214905485513	NaN	1.80775396379318	0.936165205364331	0.908035578269798	0.654892363855301	NaN	1.87902597300869	1.18948844925569	1.20681402148231	0.746072043169005	NaN	1.93573592852567	1.76552989625319	0.586394766962924	0.499644356395658	NaN	1.76552989625319	NaN	1.79846065873062	NaN	NaN	1.03796354556442
1.4527894586996	1.09533278172225	0.782356453688903	NaN	1.74006288640698	1.85368565841921	0.554522145305659	0.838938636249998	NaN	1.95502671471792	0.981323987709314	0.478945289326585	0.880995748658705	NaN	2.02114796213	1.21188610218932	2.0913178575022	0.978191962757596	NaN	2.06740310478572	1.4216617746176	0.561429538690841	0.811373864166583	NaN	1.85749852788426	NaN	1.42129618510245	NaN	NaN	NaN
1.39176608694072	1.27535952603616	0.941750798799925	NaN	0.825694876694495	0.921330188281445	0.557064206293731	0.983933748603268	NaN	0.76447827683703	0.897292766395544	0.522475936519812	1.06939342362178	NaN	0.792532026053539	1.55697001843429	2.04608191045079	1.10569567608788	NaN	0.817661582074193	1.79533079186817	0.911339357778843	1.37319346631642	NaN	0.802566731968646	NaN	1.52789540285031	NaN	NaN	0.597057505318657
1.36340185653035	2.46519911208924	NaN	NaN	0.92001949232793	0.817180227974737	0.639657687819737	NaN	NaN	0.842967192191437	0.729312838825931	0.526629446905492	NaN	NaN	0.860810624271483	1.39051049724981	1.59644812555651	NaN	NaN	0.90687674612359	0.895412478928463	0.791429261584981	NaN	NaN	0.830991698924246	NaN	2.71057624830147	NaN	NaN	1.19086309836841
1.01755452251865	0.801787268269413	NaN	NaN	0.576371433841552	0.954595597870961	0.662622589894724	NaN	NaN	0.627445328961086	0.87480321799302	0.657429639279574	NaN	NaN	0.670612609346795	1.40606835857377	0.584756674478108	NaN	NaN	0.639481176127118	0.856820180973737	0.813787951934358	NaN	NaN	0.712451475844536	NaN	2.45427643951319	NaN	NaN	-0.0674309200291832
1.06752546491039	0.695241765459894	0.358004260977065	NaN	0.39498342823193	0.855633027589636	0.695412293739453	0.0508498379038663	NaN	0.503993445951018	0.970770242272678	0.658697451259588	0.0479207342891187	NaN	0.531580823037551	0.968404275509635	0.670494875401925	NaN	NaN	0.450637093498959	0.686341467912703	0.827645283492334	0.56416980467044	NaN	0.608078858586664	NaN	2.20388447190351	NaN	NaN	-0.184806596634294
1.76884998248425	0.674014459852736	0.206625277229671	NaN	0.102034527022396	0.692378380622712	0.808568694934839	0.260975679769667	NaN	0.266848908841671	1.08186648311914	0.869194190858132	0.258563639082974	NaN	0.266954118320064	1.05163660104258	0.666791811316512	0.313760113432546	NaN	0.208318385479011	0.624774374813688	1.29839322022267	0.101548304032818	NaN	0.269810210990989	NaN	2.29557296994109	NaN	NaN	-0.595935090918854
2.02590001268145	0.740822226427472	0.106504993159538	NaN	0.928419382532669	0.882292273102068	0.708885136096095	0.223742248326616	NaN	0.692378380622712	1.11406991811579	0.609385555955259	0.225519695421946	NaN	0.729312838825931	0.908165298574517	0.584283347423872	0.304388582685647	NaN	0.819306881886544	0.837972456234587	0.81729960575723	0.0857616172525384	NaN	0.624774374813688	NaN	2.37252450164498	NaN	NaN	0.544547070283153
1.88572163544016	0.656116921445555	0.198704858136009	NaN	0.43390568497937	0.971841991097503	0.987793561288532	0.134610486175451	NaN	0.249579810794448	1.43130201363399	0.547030451921684	0.128945458243553	NaN	0.273837301639067	1.70957576967065	0.639514062468392	0.143693962929318	NaN	0.279472034005436	0.959611984413369	1.1457161296529	0.0612031965890237	NaN	0.258037589010163	NaN	2.20452103464489	NaN	NaN	-0.393806768140742
1.85523067985269	0.659295467537969	0.287808992554642	NaN	1.01206804353101	1.0773319363102	1.17996237711039	0.125577870721109	NaN	0.971841991097503	1.2986559731729	0.735730776673522	0.131331465420338	NaN	0.970770242272678	2.05265896163125	0.798917344042238	0.0940778233287436	NaN	1.01386987051874	0.99473411029265	1.00063420655836	0.102363109843638	NaN	0.959611984413369	NaN	1.95520052733836	NaN	NaN	1.02009119714966
1.74311659878736	0.830643515441868	0.720226067684466	NaN	0.572669107225977	1.10603861672639	0.772007656063607	0.922465797529456	NaN	0.624463736999981	1.28841231094015	0.525877611105025	1.01125337101951	NaN	0.637325806412374	1.8544653971961	0.648449595864222	0.867093696347828	NaN	0.606478784712756	0.972457399874026	1.29492928178371	1.27412447473958	NaN	0.625201605769824	NaN	1.59866990556739	NaN	NaN	0.0706821438244491
1.34246635839598	0.739058219057991	0.097923291038674	NaN	0.878473500327822	1.38433043581638	1.06831087576594	0.269969212498725	NaN	0.623962708323223	0.902053350289898	0.890092127540731	0.295659872415777	NaN	0.64024006606429	1.98661902913525	0.593245488891596	0.428804755829008	NaN	0.785960886362829	1.2606284512126	0.524333576504213	0.0790791857037224	NaN	0.482225141882941	NaN	3.02844091931184	0.793858421348024	NaN	0.638776355160618
0.96104403713954	0.831584112601309	0.102468124328179	NaN	0.523561515584751	1.35196161057118	0.95282087675369	0.512661000655581	NaN	0.352437078900274	0.974525296835021	1.35035223571829	0.523481353937038	NaN	0.364231125854954	1.66334137217187	0.809740592345057	0.575235290889343	NaN	0.420324424458199	1.17848819978721	0.606964080728209	0.467758202731472	NaN	0.286642081073341	NaN	2.53383532265206	NaN	NaN	-0.0482509795893161
1.63837731100809	1.2730805851351	0.146948838285379	NaN	0.501783659091673	1.21014311294234	1.23316273278522	-0.194843254555501	NaN	0.542801920689424	0.840193170529857	1.27798373932686	-0.275099929423106	NaN	0.514665824055504	1.29451429229063	1.05559646239096	NaN	NaN	0.566019133388979	1.16706402459296	0.545839209563736	-0.0178563210708216	NaN	0.398954794923024	NaN	5.20697203449086	NaN	NaN	0.612335591830059
2.42795450919452	0.833555098801648	0.457797350298091	NaN	-0.00650214045063879	1.22270875707319	0.450852488790629	0.137920477252028	NaN	0.437962508263315	1.60240059632689	0.788379668010017	0.0371516067468168	NaN	0.359944269194572	1.69786862974884	0.726512660488601	0.528732559260082	NaN	0.459827942125374	0.829272921623232	0.682663466367943	-0.330520767298395	NaN	0.113410160592587	NaN	6.31121372154335	NaN	NaN	NaN
1.34372460587912	0.776628089957756	0.460966177545635	NaN	1.24725065196534	0.855931894966142	0.565770333385123	0.387953137654496	NaN	1.15298315862908	1.93556961571205	1.07971904640445	0.3641294890809	NaN	1.18826274521629	2.1642539179539	0.61689708579518	0.723266330469377	NaN	1.29616168316643	0.905703270085373	0.529104071040916	-0.208549377021022	NaN	1.02633303742436	NaN	1.33711675290378	NaN	NaN	1.18300154114225
2.25316901419011	0.906443490547241	0.196221987670326	NaN	1.02284568893574	0.939118886443008	0.514982663478553	0.349069444985888	NaN	1.13676036194922	1.74250771638954	0.978738106550379	0.344509311869855	NaN	1.13253803704123	1.36908231140653	0.811301335328405	0.489127711195969	NaN	1.32132633141415	0.783985682254279	0.705435732501289	0.144766010723669	NaN	0.819060032133934	NaN	3.54227733244409	0.866941060173304	NaN	NaN
1.3729781214652	1.34459591666919	0.422336987251263	NaN	1.06752546491039	0.82576299110753	0.602049812144671	0.461883703898771	NaN	0.939118886443008	1.89248414899088	1.26525157318654	0.474753727123429	NaN	0.974525296835021	2.00783816345724	1.23546939704541	0.878325256673941	NaN	1.05163660104258	1.49964079544252	0.882178219558344	-0.0943523529738333	NaN	0.905703270085373	NaN	2.58973383151146	NaN	NaN	1.54880056805541
1.08151718697109	0.978097247252245	0.400161079154742	NaN	0.896835119334643	1.54233622011399	0.683923027297739	0.383441002893129	NaN	0.82576299110753	1.49808732682334	0.466001771088144	0.405540569815758	NaN	0.840193170529857	1.30769770488992	1.27633994420829	0.536925485724446	NaN	0.908165298574517	1.78981959299174	1.06210291690507	0.406999433131173	NaN	0.783985682254279	NaN	2.92426905546679	NaN	NaN	1.05551181169821
1.09092258344376	0.650248756988411	0.527607978868598	NaN	1.76884998248425	1.86870111081308	0.840286248129854	0.469528598859382	NaN	1.54233622011399	1.17491695028666	0.582527771601194	0.432309298314141	NaN	1.60240059632689	0.879566513867168	0.853387329230448	0.666835327955829	NaN	1.70957576967065	1.63919311998153	0.62292327863075	0.355450841956633	NaN	1.49964079544252	NaN	2.50284527203027	NaN	NaN	2.27025004977156
1.10034855801294	0.774985009050376	0.74995100348685	NaN	2.02590001268145	1.66094468420362	0.725009464796286	0.460479789468195	NaN	1.86870111081308	1.47316747917735	0.671198742761336	0.441826650646831	NaN	1.93556961571205	0.990395496060352	0.888811870605207	0.709893954848369	NaN	2.05265896163125	1.74601282835377	0.826884242645399	0.556060642806111	NaN	1.78981959299174	NaN	2.19657997735883	NaN	NaN	2.41939779772872
0.999864658001048	1.69837645445175	-0.0710499348258674	NaN	1.48307768519945	1.80077106879887	0.770720334797056	-0.0521935260094844	NaN	1.59019779786372	1.23365864079073	0.848459904035031	-0.0729082221648822	NaN	1.64251289862583	1.09268033762949	0.67046319608687	-0.034954789255119	NaN	1.78691836921604	1.26758752911806	1.04196727257934	-0.112370361219209	NaN	1.43704788719806	NaN	2.97644642464416	NaN	NaN	1.112869276477
1.49742153444626	1.15140312655251	0.559872829208021	NaN	0.704634635190806	1.47381117008081	0.935799161372739	0.565770333385123	NaN	0.575339204194365	1.22153918806215	0.737420544899059	0.582527771601194	NaN	0.601300933287685	1.0251500043037	0.561588002612709	0.639304472363226	NaN	0.643619947375697	1.0108982438057	1.33876909402581	0.524333576504213	NaN	0.568420254781135	NaN	3.43682298468466	0.521480012442614	NaN	0.421537492678431
1.59288827093138	0.906534993096093	0.636991313230132	NaN	0.749568452196359	1.14278858510908	0.993370021623095	0.64604279082347	NaN	0.650294644863347	0.809297416652038	0.539226928819356	0.671198742761336	NaN	0.661318305218854	1.03928588455506	1.31642609106929	0.773929869476795	NaN	0.686382056755539	0.935168859228391	0.61693644731113	0.606964080728209	NaN	0.617570101054944	NaN	2.01302136933793	0.612783547810973	NaN	0.550082751397667
1.66924370745919	0.917017422854441	1.24870749481794	NaN	NaN	1.48214202427005	1.21275243261822	NaN	NaN	NaN	0.940854353769284	0.678413134563376	NaN	NaN	NaN	1.50623436283543	1.52758928578877	1.31234944628743	NaN	NaN	0.888274171569089	0.832613172192919	NaN	NaN	NaN	NaN	2.85715288590406	NaN	NaN	NaN
1.36008270269776	0.695944255637927	0.128832093858127	NaN	NaN	1.22526023752467	1.27428948076264	0.118779928685625	NaN	NaN	1.02034659755917	0.866052399789992	0.124214784267323	NaN	NaN	1.56025501910439	1.13096842243162	0.132134542404032	NaN	NaN	0.94958248840715	0.924391907074525	0.11103828467366	NaN	NaN	NaN	3.08542397717056	0.183953174219618	NaN	NaN
0.940725049856606	0.598193252934739	0.0400956390174657	NaN	NaN	1.2174096489379	1.19548935470556	0.102020771277487	NaN	NaN	0.979519932997528	0.696952651243679	0.119456873597942	NaN	NaN	1.63732597843351	1.1383097615667	0.166841946486456	NaN	NaN	0.926152333726826	0.894448814517437	0.059445059890725	NaN	NaN	NaN	3.27560902086565	0.344512569205648	NaN	NaN
2.31324573456353	0.596083732576289	0.559179692221467	NaN	NaN	0.762090713655984	1.6141359539275	0.617107967102102	NaN	NaN	0.987470933782468	0.714072959714096	0.635630777644181	NaN	NaN	1.36116738856868	1.00522029747203	0.659057837425695	NaN	NaN	0.927175376810915	1.10387607309101	0.545839209563736	NaN	NaN	NaN	2.78696199689129	0.0950867932959873	NaN	NaN
1.57264761348695	0.67797388850996	0.58037175300101	NaN	NaN	0.910135600346229	1.35635683920094	0.6973411867273	NaN	NaN	1.37304862203569	0.928534704692947	0.762347833825337	NaN	NaN	0.964711032448462	1.23418564160372	0.798799384745302	NaN	NaN	1.27971058308589	1.01386820004317	0.682663466367943	NaN	NaN	NaN	1.96891661010327	NaN	NaN	NaN
1.03357426989709	0.953394980380899	0.541812409091576	NaN	NaN	0.992471252334002	1.39077670333357	0.768712590050835	NaN	NaN	1.44050423797503	1.01534098653543	0.833687898054713	NaN	NaN	2.35936245550055	0.492495656111921	0.849042806075499	NaN	NaN	1.34447470959609	1.05322356725368	0.863839372425619	NaN	NaN	NaN	3.18942828680139	NaN	NaN	NaN
