echo2_FWE	echo2_noFWE	echo2_anatROI	echo2_fweAND	echo2_fweOR	combTSNR_FWE	combTSNR_noFWE	combTSNR_anatROI	combTSNR_fweAND	combTSNR_fweOR	combT2STAR_FWE	combT2STAR_noFWE	combT2STAR_anatROI	combT2STAR_fweAND	combT2STAR_fweOR	combTE_FWE	combTE_noFWE	combTE_anatROI	combTE_fweAND	combTE_fweOR	combT2STARfit_FWE	combT2STARfit_noFWE	combT2STARfit_anatROI	combT2STARfit_fweAND	combT2STARfit_fweOR	T2STARfit_FWE	T2STARfit_noFWE	T2STARfit_anatROI	T2STARfit_fweAND	T2STARfit_fweOR
-0.236588722595221	-0.148297100048559	0.00467494895000316	-0.318191930855497	-0.206849622766806	-0.198907563577864	-0.130382734838095	-0.131224842145225	-0.320696941113703	-0.189411888505428	-0.193090155588105	-0.131750658388355	-0.118205646302282	-0.304296856622273	-0.18353269592934	-0.222296466249461	-0.148184624143694	-0.089751786660105	-0.352189078729074	-0.215011727548527	-0.184104119102734	-0.12330780155563	-0.072872055312955	-0.282452078055765	-0.150779897497727	-0.645238288020842	-0.500393746170849	-0.272407029583254	-0.673402710947015	-0.575039656737859
-0.15089163807682	-0.0667152305131574	-0.218284288365311	-0.17383172890547	-0.124167962769164	-0.114246920386256	-0.047772412751865	-0.298637262866136	-0.182942817492291	-0.13810703652467	-0.111196469721998	-0.0477830188187599	-0.283467385621241	-0.170204769520321	-0.132931241467533	-0.137425951594838	-0.0735848880405185	-0.289870616851611	-0.183097136856128	-0.135422113617388	-0.123345308353544	-0.051133586819609	-0.237946820627217	-0.171291007401377	-0.153373038942228	-0.106434533045342	0.0488285971743448	-0.305181105763898	-0.158007240942069	-0.321474195339105
0.326470422716921	0.398939945540925	-0.238572008985753	0.273671876168869	0.330298280420317	0.295675005762486	0.374734598591443	-0.255587931809862	0.229956135727235	0.259449785588945	0.285007560374488	0.362937883886308	-0.243268049634949	0.22197270131114	0.251329520354377	0.306794897243177	0.379909832857582	-0.271709467632987	0.277109127837483	0.30759786159986	0.241421315275372	0.322849783680193	-0.23092068192	0.192508627356014	0.201072839970167	1.04794960847671	1.04412905843134	0.552336092070234	1.02866884868628	0.83223443997273
0.712343572016812	0.70472390226595	0.832756572164351	0.643678051075417	0.696588175694285	0.599569128171985	0.598354084987542	0.792618030240678	0.616327901788206	0.6540768487453	0.572159914387422	0.57401104261178	0.781767213551826	0.592392476034681	0.626549865776602	0.687090320733931	0.682100709451499	0.825560419830876	0.649769008212122	0.691767994906159	0.527028373166183	0.510855956785878	0.71501649996516	0.570234101062556	0.575650277285847	0.806159636773803	0.756542477677842	1.22669662867991	0.798848622818391	0.469618871898257
0.107978585576435	0.121748818174557	0.417140008088591	0.0406611829113333	0.107080360760326	0.0620719216551755	0.0832992156019014	0.330271078363379	0.0215372461409499	0.0968620248012235	0.046700748540151	0.0676651780713048	0.319548317591678	0.0130340976119299	0.0813535375160558	0.0781774622409108	0.104213914690907	0.338134591975231	0.0183526027802716	0.0901894598316273	0.0367972035757363	0.0510083608913863	0.284274261693837	0.0169222383245576	0.090508430335492	-0.0669518511564681	-0.0590715823676344	0.309424299399297	-0.0639630072074124	-0.326376262803405
-0.78769695729101	-0.675917718131246	-0.312225202841646	-0.714069411724081	-0.760012778687061	-0.656987725734201	-0.551634797038282	-0.317474545522587	-0.672914289666253	-0.701775759149006	-0.638861810644758	-0.540247955125356	-0.313282427720656	-0.651211896255145	-0.688028722727596	-0.765816160913692	-0.653472719518975	-0.363408528973613	-0.718295786385507	-0.750447754270844	-0.583029852659172	-0.490282953524587	-0.279232317997931	-0.615488826941822	-0.630797273563848	-1.0873676559201	-0.99637007689058	0.0883856407184714	-1.07653713527629	-1.08621036309472
-0.584450338128215	-0.543178171125268	0.261110971412512	-0.529978129370049	-0.571595764165376	-0.530857923183657	-0.492649389897286	0.206617682131719	-0.473328070426721	-0.514226786977688	-0.51814398070865	-0.482599480202648	0.202562092154221	-0.462948762754404	-0.508038583231626	-0.563397511378256	-0.517826028349122	0.196567931812493	-0.516847957522507	-0.556446751602908	-0.469038628861447	-0.450765623221029	0.211027692464418	-0.430975559746796	-0.469072353951996	-0.966152692032012	-0.917271031011058	-0.152435076706323	-0.981405552602815	-0.96345155149246
-0.926465864594363	-0.826845541746174	-0.428136071506388	-0.9019193454662	-0.886960615264612	-0.813749017253845	-0.723950099608951	-0.407778104402897	-0.867270333306786	-0.837551654256893	-0.7875662888675	-0.704307709101412	-0.398559915317077	-0.839359348775336	-0.813964410487348	-0.909070619599699	-0.802409556713097	-0.441530740716008	-0.933254398695025	-0.899392007735754	-0.721856162173001	-0.643150356498431	-0.359568439118409	-0.786262060163183	-0.747478002719162	-1.6693342536446	-1.46219040099718	0.0121991036812133	-1.65504627879477	-1.48277261233224
-0.878397934456752	-0.784671454895692	-0.580043047934884	-0.804699348215262	-0.838972998213653	-0.745568640687456	-0.660535286005748	-0.482664951028809	-0.747858523321886	-0.789641309605507	-0.710478107464446	-0.631782765945584	-0.468896458388061	-0.712199889292313	-0.758816353720632	-0.843021553437067	-0.756263396332411	-0.533447439219698	-0.806804103425744	-0.838414886517465	-0.636134713963231	-0.558426265710643	-0.398414381969506	-0.663830154942171	-0.690575865261154	-1.29832147518974	-1.18845100785183	-0.615882397543172	-1.34488223576919	-1.00661077554942
-0.839997039241614	-0.739863629932729	-0.177069418665523	-0.831315666984877	-0.803052646987902	-0.732113218074926	-0.654473701489993	-0.196517714021369	-0.771299513908263	-0.753476245209768	-0.707114546332721	-0.637679992783493	-0.19100413728655	-0.745991700731245	-0.735625485430478	-0.814334053330624	-0.720280372535158	-0.199564621308911	-0.826297051788747	-0.804347081461574	-0.655054620842782	-0.596944656094733	-0.168658285984091	-0.713920043754621	-0.701404688217712	-1.29171209128143	-1.14814305328135	-0.427532713580999	-1.29830419448805	-1.2936587848044
-0.695292953390937	-0.663474859906274	-0.641303819366178	-0.696123118939043	-0.665321346729158	-0.590280452483942	-0.566953785720919	-0.579310068609735	-0.645043274013402	-0.623780688903292	-0.568706994028562	-0.547577215017749	-0.56586325269313	-0.621321074961323	-0.602996083941221	-0.66547846423194	-0.633543072304337	-0.628851931554861	-0.688240967920001	-0.660643960204585	-0.523165434819138	-0.496364850434084	-0.514934621870666	-0.589497351064445	-0.558182835098968	-1.02118879721724	-0.987911928147219	-0.905337524891998	-0.986062806129729	-1.01500960433609
-0.551792004851077	-0.523693763871583	-0.50151764386428	-0.538768057387576	-0.531841895293406	-0.491906941423598	-0.459677316758255	-0.478888079372957	-0.517263091201415	-0.505187422009472	-0.473669083414138	-0.44447773607204	-0.466209263191134	-0.497991444992061	-0.488796359659807	-0.530877477113214	-0.504466509350516	-0.513874601008177	-0.547999806294599	-0.53140519966346	-0.433867602390683	-0.402259320846998	-0.412943479744954	-0.464445909118761	-0.44924405104389	-1.03840131624287	-0.903850087164034	-0.295447430467435	-1.02919711112209	-0.918421585040692
-0.115257866478488	-0.13548555653835	-0.456183853630939	-0.0757712985257585	-0.1192476163669	-0.11581639490971	-0.130055398033098	-0.366074246489001	-0.0616256663396954	-0.132306479997569	-0.103896889885669	-0.120133851589627	-0.355078758107178	-0.0563078750065963	-0.126761603924744	-0.118538957526367	-0.133115987948236	-0.387875637340749	-0.0486950124323717	-0.117961455047746	-0.0982601425093215	-0.10882476727693	-0.305734871635138	-0.0687005499873484	-0.142933392133513	0.153676340623069	0.102051314864716	-0.915045847350903	0.17986792184585	0.203502307837869
0.423367026537674	0.322491556931864	-0.400865286643618	0.497845524903253	0.399095560812769	0.368200027574026	0.279885624148528	-0.367383571957602	0.461056469328354	0.357704951010779	0.363893482123304	0.277517458294519	-0.360458037749174	0.449893817506104	0.352068516909713	0.396447590130896	0.300536688757623	-0.389489304944182	0.501579239852252	0.389684520534757	0.353971389162283	0.268712629416864	-0.358959915200969	0.425601772051548	0.329262641287039	0.948831314347344	0.698179546840498	0.0128443328375632	0.959913177864398	0.876570193113119
0.567821479235372	0.394589248096859	-0.229406036727652	0.57699138962027	0.52579853691834	0.447765502614373	0.306329877209444	-0.233987857541155	0.540292829333661	0.487600833496718	0.429775196985649	0.293252270824601	-0.227499276438821	0.517846010051956	0.470058093843077	0.539192709902943	0.368926275145608	-0.249248506268856	0.592854156701406	0.528038573153996	0.400425997341244	0.274424012667229	-0.215295033320005	0.485736385557492	0.448626599040852	1.09127359240197	0.760977287178461	-0.408240089715566	1.05879878079129	0.900033931111027
