fingerTapping_echo-2	fingerTapping_combinedMEtsnr	fingerTapping_combinedMEt2star	fingerTapping_combinedMEte	fingerTapping_combinedMEt2starFIT	fingerTapping_t2starFIT	emotionProcessing_echo-2	emotionProcessing_combinedMEtsnr	emotionProcessing_combinedMEt2star	emotionProcessing_combinedMEte	emotionProcessing_combinedMEt2starFIT	emotionProcessing_t2starFIT	rest_run-2_echo-2	rest_run-2_combinedMEtsnr	rest_run-2_combinedMEt2star	rest_run-2_combinedMEte	rest_run-2_combinedMEt2starFIT	rest_run-2_t2starFIT	fingerTappingImagined_echo-2	fingerTappingImagined_combinedMEtsnr	fingerTappingImagined_combinedMEt2star	fingerTappingImagined_combinedMEte	fingerTappingImagined_combinedMEt2starFIT	fingerTappingImagined_t2starFIT	emotionProcessingImagined_echo-2	emotionProcessingImagined_combinedMEtsnr	emotionProcessingImagined_combinedMEt2star	emotionProcessingImagined_combinedMEte	emotionProcessingImagined_combinedMEt2starFIT	emotionProcessingImagined_t2starFIT
61.381101802467484	91.1992096719189	91.50212247347102	80.56873565622303	94.11690750806642	26.73635152602396	62.65793758910099	93.328151752727	93.55762747062019	82.82365394644266	96.37588105114557	27.75219432606227	60.712375291273	91.42189441711076	91.48570823725822	80.82413284508804	94.25687595919807	26.075172727956605	62.65313359835806	93.63823929481576	93.95538511521788	82.54860294855439	97.16423005075039	26.936345495954118	60.344110814060784	90.78981087631516	91.1367876934484	79.92690358754834	93.8652529325104	26.010797703667965
56.802816088050434	90.95904485389329	91.3917449144056	75.03696279119383	89.61421397851275	26.20087460018878	56.99433795089517	90.80582328179582	91.51068599751537	75.07384904390943	89.96934059305849	26.045652266955692	46.7468268681855	71.64435600653145	72.32096642933969	58.58563546693887	72.34670302868008	22.28345267485041	65.42556096115734	102.90119462394057	103.7807413933505	85.02212508895754	99.78510230297029	29.148371517663744	63.338213608743814	97.01522276249509	97.98284286131387	81.3563415541403	95.74166246728844	28.986516635554803
50.03660080633575	75.8450161536897	75.62023999592823	67.8788660930187	78.02344638646872	20.691697256154566	52.47986312830586	77.96731797129901	77.96123483592353	70.84211964548705	79.01381878261034	20.741318147845174	51.76848731584015	76.38766847707839	76.279090160406	69.26780724987132	78.92899250269521	20.076803042224434	51.51039820778762	75.78966420751267	75.60279398467414	69.01660300067238	77.08391832215125	19.606130103091008	48.13444416891837	70.2872669082687	70.64302696026891	63.62962795831676	72.30385527146521	18.236601418564117
50.15927435928733	75.81231568411289	74.9952523675615	67.16959833358655	79.01939554248176	22.307647585981886	56.91610989948243	88.41331831402772	87.38888345086404	78.24980682096479	91.28330301985359	24.802047257132273	48.14617545205962	73.15917886584057	72.60371280401272	64.86183495527801	76.78949880891483	21.43173814784642	42.88047615997722	62.48093905114894	62.30855691736478	55.941401094210455	66.05843891489715	20.064156718367663	49.07025401097027	74.59176140737674	73.97603406414325	66.15845020932586	78.09353959008423	22.281133759602728
74.88867576183009	112.01785598224895	112.150656153947	102.86662369406442	117.1093760255333	28.20477501875332	67.11089246157096	103.26418881194418	103.72144500373352	95.47036468870485	108.67449565257715	26.98842144547212	75.79258406841055	113.02738076263265	113.55231047440556	103.948167904992	118.57787107173249	27.91447750966056	73.28835907169008	110.54506278275977	111.01353112641222	101.72176676903179	115.74142866430705	27.474239472989083	75.42545463487441	112.7670468161177	113.42569144539397	103.60439113058773	118.76120971328648	28.470824921286972
72.59012055468378	107.78983487847374	107.99609961373267	92.94026788116989	110.6638140428871	32.058241742481144	76.35273591897894	112.82576732434815	113.34455183382241	97.69633232099544	116.60793845272104	34.105414798734145	70.56776365832246	104.38421304662344	105.12203685195848	89.93915813996213	109.53785133387821	31.739301884886178	75.6461861354072	112.95397513818833	113.3094267320366	97.9587562365909	116.48149774665683	33.29014466484934	73.55183582373589	111.22784591164836	111.6424592512316	95.98403990315109	115.60175711012538	32.620376007791464
62.44916938593057	97.49400465384653	95.31564268233114	87.75903984130035	100.59013935237523	25.433485061302402	63.50813375338632	100.9032455737879	98.70224380303846	90.7642858434584	104.12007203535082	25.26265570420272	56.675039358566494	86.89434283623946	84.88168232900787	78.17395959292116	89.61851487828443	22.40118426727471	62.218649781636614	96.44537568357202	94.9904556852349	87.40304137066335	100.23295466837048	24.423406919808695	58.838403365951514	91.00874063896612	89.24579067178054	82.41606433112537	94.10333175690234	24.12160538246744
37.75443922736625	55.133344184482326	53.665327007484755	47.89980377798169	57.90868468748026	17.64867365528488	27.284023556963753	39.86440242717522	39.447136131462074	34.816263771414825	43.46342064369838	14.10306884170576	37.38928698165958	51.701964151811175	50.40775730225365	44.75489217678965	55.001882965878465	17.25593309332062	48.30543077508865	67.75541774027137	66.77752187316405	59.710780054191304	71.74493602311001	22.341404379194056	28.53228550638325	40.658811814554134	40.0940115154629	35.62305829324261	44.163744899876484	14.33046143793946
57.47903822796501	88.90763256110233	89.37562056047958	75.95047093800385	88.61282646151699	25.17803006370424	59.17298137748827	88.77508832901091	89.42311743390408	76.121385577209	89.57126168806523	25.351014722960503	58.30148306737672	88.1448964878733	89.04964842262034	74.82213519646488	89.12061382022752	25.064145432177074	53.38775114744449	77.66449237870893	78.46106220097651	66.85667305577617	78.9303901342197	23.516788787579515	44.89794069947862	65.79114854146145	66.36201069614577	56.287257739953546	66.11985795045118	20.056861885320448
55.838840537556536	83.75183675449595	83.10611313967385	74.45647530356999	87.00930656308743	23.644558349249998	53.62053704740613	77.64356852004208	77.36688964340972	69.23111925320597	81.18306477387245	23.2952651903606	54.328930999909815	75.05197621830399	74.81328775101586	66.88358975683292	79.70094848895589	23.749132967500234	58.97167370724289	87.41618468189729	86.8399439256848	78.70892175427859	90.57846218253098	25.732135514419355	60.097945720963764	88.70183257041887	88.30255798476922	80.09749631887469	91.97077885696059	26.994386885741854
