tsnr
73.3728937452197
158.947266255351
138.049911161107
197.076234636828
174.132398028862
149.183555160136
143.428983872082
109.869753761057
159.809173627097
142.21576082221
169.560531553249
144.50856874291
167.345063609802
168.201376072132
190.028173196704
158.881203988119
165.59927949194
192.132086188511
200.199592405764
188.94185239208
181.521723659112
180.187587456569
152.728026195903
140.037394703061
180.467760778262
198.288434946598
175.844189204143
188.380931221805
197.933117974084
122.939120145401
236.767742458481
160.480805231634
215.443453424573
143.621806987299
148.00147598814
197.755905673755
204.500652462179
150.221131632305
196.781672330102
177.125070470079
185.604981177164
171.944119052929
192.204950717958
176.297790484579
208.837543636919
142.631390071411
175.130246321255
158.348526099758
134.23063692225
128.761266338553
171.87698533945
183.902865453848
154.725712395354
142.560958636207
134.987009397176
158.908511207069
212.386141073352
189.770478019704
143.884673638183
189.523577182457
215.895293470805
129.821128138922
172.618468782719
125.627795977912
226.694507729473
172.544317374736
203.031503891752
150.48206782166
128.388386769433
209.07358726236
147.247174277504
186.676784405884
180.899851373995
178.083147570848
164.280032933905
170.939904562328
259.40034257184
192.807967821363
158.476112978556
206.925929467666
171.432233286671
246.682011712894
144.427693502113
178.038984884632
155.706527058905
163.363605104613
152.914498442192
235.281579199709
190.232359444274
216.106183157757
146.925240793688
136.393592647238
186.655334266688
31.2551046664083
66.2203598488671
243.18089996769
224.126127246713
163.30028774555
169.069070283814
142.386985832231
177.617771001001
222.155238896587
150.599710371308
163.326367214978
164.969316940447
155.360975918509
141.779242617204
132.014676072243
141.385117818339
161.17440216192
214.310559913223
134.97526848884
58.374737893612
147.411129208137
173.413466192041
133.474693370976
32.4653431863729
178.3075128444
161.084751526123
135.404654939292
80.5003438633547
36.0365483725432
38.9605577486579
157.603720358803
113.477820111504
146.902033662387
125.505062028799
125.238850050701
39.8791541411577
157.24711273428
47.9839144170218
61.8781826965413
148.308257590707
58.8339844065501
206.215555988506
134.646455675016
86.1675588390761
23.8230614532083
19.7645187328122
21.6808131631161
60.6533833145607
56.5416487109184
28.4830449476353
57.3720364167697
