rest 1	motor 1	emotion 1	rest 2	motor 2	emotion 2
0.0	0.0	0.0	0.0	0.0	0.0
0.0254655426565713	0.100569787740478	0.0359908257042312	0.0822944972402136	0.066415395266388	0.162894959367839
0.17509879450568802	0.113970946065607	0.12054531092953501	0.0618524532597862	0.084013977182845	0.140340112554958
0.14301835143081199	0.11896146063188	0.0513471036286637	0.0661532744407904	0.117929678031229	0.0926188637944075
0.0650784246563599	0.125167284146694	0.11128324837046501	0.0825923922597865	0.10696803654859699	0.0838243226896641
0.0587455405156879	0.0693152565891745	0.0700450669267279	0.0431474543294168	0.0839061046739639	0.056159252787539
0.0611381886469623	0.054106948260241004	0.113478430773272	0.0838528971426979	0.0616450367514027	0.06503069535495799
0.0698669888035798	0.0575219155630851	0.0454905180929609	0.19897612193793698	0.0918291722602845	0.0348299919697513
0.110723696361009	0.15430760063188	0.0558276352042314	0.19491289186629898	0.0751775658485971	0.12106737544216101
0.0594491862430377	0.09334246349791199	0.0673790520700942	0.114516108564071	0.0666201329272258	0.10126127999745099
0.0775012808749095	0.14539120274047798	0.10817108276922198	0.0968045928662986	0.079880321550306	0.0952742186944078
0.0384020228060898	0.0892241137193379	0.09961979872672802	0.0757712472263566	0.0740233799397157	0.0596708824354462
0.17983249985804603	0.16586160989601198	0.160426059736406	0.0488935917450263	0.085717350117248	0.0915492617298435
0.22007756099195303	0.117945932951729	0.110031430079772	0.11786816107306698	0.0421067840312283	0.0592150255534997
0.13438032010568798	0.11503148390902301	0.051425973946385005	0.0420610177263564	0.0618527620496939	0.0690825404749001
0.0569120447964201	0.150007087091696	0.13191191192990598	0.0987011324517949	0.0615017887688645	0.0510795266267999
0.10152172933899099	0.17055413987064202	0.10546570177327198	0.0333180086140804	0.081228793016058	0.0765709902354461
0.0624298458464201	0.16539739658917402	0.0703351358973518	0.0737060903573026	0.072602690548597	0.0318885691582437
0.0891947272445483	0.11855603960579099	0.0403016889299059	0.0538787772736437	0.0794157305728672	0.0401010828976971
0.0515991288030931	0.0533669522379561	0.112812811668158	0.0947900477263563	0.0710289604497865	0.0834406194974513
0.0863608925443121	0.15643745158917402	0.08965185679171901	0.0911277362450264	0.0593633571752691	0.10767154142984402
0.118434684143038	0.0617646029517287	0.17533007227327202	0.0965055905592097	0.151087006551403	0.0905611225025487
0.0363720474964201	0.21046664445520602	0.16789393742990602	0.0704611842626391	0.0978301948323254	0.145580164787539
0.0709836072078686	0.42794317845172897	0.0484619707732724	0.127221150866299	0.123131397633519	0.1311343070251
0.0907288860700993	0.30593727824047806	0.0830077486061674	0.127436935937937	0.123872552273871	0.11120679297489999
0.15653701644431198	0.10691092491430301	0.0780556779299058	0.0962422042626394	0.149406787434616	0.0786081855701561
0.18585273155568802	0.171382448454487	0.0797542097082813	0.0559623913859198	0.16450511491724804	0.161044797507047
0.13872962014431198	0.21653791774047798	0.0535055692302468	0.10459043350756801	0.0835397359386189	0.0364635891826029
0.12814748605122098	0.19500658658917397	0.0482633320275996	0.12460553406206301	0.06458514353470901	0.119591717492953
0.10390339129642	0.158294124914303	0.13480185627327199	0.0321609707373608	0.154005661976459	0.142830285497451
0.14844463599067903	0.150613897951729	0.0361183831026484	0.0724164603573023	0.13744374693861902	0.0560239204974513
0.13634438305932098	0.204408260588455	0.0516734206681586	0.11657415964269802	0.0569823458246381	0.0750113836645494
0.0651320587928599	0.202884652908304	0.0523857377957687	0.18200501573736103	0.0859959989172478	0.0881146934929529
0.101557519855688	0.0836325589343931	0.0839245999559213	0.198367702100223	0.0373793447397158	0.145035527507047
0.0653182584843122	0.0412320451293584	0.0954388509463847	0.340552328306991	0.0636892910688643	0.0351306562124612
0.0983573150030377	0.0178779781995751	0.0377256787692224	0.20746917269920104	0.0467429510752693	0.0727167652896638
0.0704773522964201	0.10774666790830399	0.0420279476327135	0.1859168906992	0.0716896265411137	0.0345068577875391
0.0612634241430376	0.0872237043934901	0.0653521679299058	0.20213298244079	0.15230095552722597	0.104192487492953
0.0975244932380843	0.0323190160909771	0.0643150736061673	0.0906296213859197	0.0407671432738708	0.0507557574974516
0.11820948824396199	0.0401528541032691	0.0471091840536151	0.108699644978575	0.111650209082752	0.0492594004974516
0.16890389402104597	0.101576162908304	0.0713508559463848	0.279136597240214	0.143041520917248	0.11748541110230301
0.136239348694312	0.20571572158917398	0.0270057725311185	0.10475275725121799	0.139637806883849	0.11122369489769698
0.0411386778550905	0.143658796065607	0.0564624640536149	0.126421430179151	0.0762298919752692	0.1706388600251
0.0846817906056879	0.0646324094369151	0.0501784543318416	0.0976746687373609	0.106021551717155	0.0581894933731997
0.0930686251973265	0.143418805085697	0.0611803090842015	0.093802830926933	0.123467873772774	0.11623245757015599
0.0689318723065429	0.10435697541682501	0.0406997626941736	0.141527339843274	0.0753428063613811	0.0624816935777509
0.15074701135568802	0.167927827449207	0.0866214351286638	0.0598923765075678	0.0759783640312287	0.17231252749745202
0.132542603894312	0.0919818744552064	0.0837100687267276	0.09028589182084899	0.142252900539716	0.0748261475025485
0.0868559119035799	0.0598195056318803	0.0297229162307776	0.111392824748782	0.0950464838688644	0.110273181945041
0.12025623729642	0.14985598841082598	0.1061781079724	0.12818754486629802	0.18089121493861898	0.102515688507047
0.0633292267889906	0.150949426589174	0.0953652705051031	0.153925931451795	0.160404210527225	0.0483740048678388
0.0672856143054517	0.120088472908304	0.0645061856681584	0.124515089262639	0.0720374195576961	0.0981563989450418
0.07014179810551	0.0666593260909772	0.147609381273272	0.094713460469408	0.11293040554859698	0.0705557584298439
0.112058639905688	0.025937319583175	0.22757944873077698	0.11570808593793801	0.075673091451403	0.0875765775025489
0.107379940454312	0.0588470420916963	0.16047802126922303	0.0614348035075681	0.115015020267767	0.0832191139354466
0.12714194714358001	0.108383710563085	0.0895145976327133	0.167401656492432	0.050485858349694004	0.0461290921417566
0.139116267106962	0.0869740422379565	0.171821868726728	0.130987017451795	0.0855159770613811	0.135428097654954
0.158000606008046	0.049627997762044004	0.0979400615704645	0.0591493583294169	0.0522472600752694	0.143221963064554
0.110385276889321	0.051772245563085	0.0482572377957686	0.0961869458662987	0.10062003308275301	0.0527176514535003
0.0824661927795571	0.0806313772595218	0.0522718450440788	0.10985150730080001	0.193020252917248	0.0895346094974516
0.0875729009080465	0.0691950256318802	0.058790463596480005	0.12217069207306698	0.124797004472774	0.0366418075025487
0.159305305544312	0.175721119103269	0.0746929537267279	0.0616253779269329	0.0729483997261293	0.0632625703354505
0.110756202951221	0.196922692091696	0.0793488686061671	0.06806337656407101	0.0929331020613814	0.149536887132161
0.0303305486610094	0.18029934295172897	0.0593226817342967	0.0705655892626393	0.107725463626036	0.0647053624929533
0.11242477650696199	0.0653526770916962	0.0460646312307774	0.120046682251219	0.13612745254859698	0.12352028486783902
0.14282440940358	0.0852424648706417	0.1151398229724	0.133254112926933	0.105926729565384	0.0778117224202485
0.14890838130542	0.170662301589174	0.169605817027599	0.163880274062063	0.14570552893861902	0.13587854950704598
0.106116982352916	0.160572207908304	0.0841097659463849	0.153612717926933	0.193458365451403	0.12775305457015598
0.0698191574943121	0.11146470709169601	0.0936599670700943	0.155056816492432	0.120261268167675	0.1152149164535
0.10767296110696198	0.0651914648706415	0.11185426872672802	0.0792748806475587	0.11953900996877101	0.17364683850704699
0.181662114808047	0.0815303203942089	0.1129402029724	0.12024012075978599	0.197422771917247	0.0725919692220561
0.134777387929901	0.0855431760656069	0.0545172570275996	0.0817002727263564	0.0775104249386187	0.115720621935447
0.078785560769959	0.126167442908304	0.0512034336061672	0.0680964772512181	0.103874105082752	0.0673683180645539
0.129559890500679	0.0361126170482712	0.0586792781026485	0.11541551444078998	0.0568551429172474	0.0198849520549581
0.144710327699321	0.074621463934393	0.0573459185925905	0.0742783208662987	0.033537012442304004	0.105038595092708
0.0538882512912213	0.103673877908304	0.0648054431026483	0.0949294107373607	0.0304379181676746	0.131409930579752
0.0964335990080465	0.10746680255079301	0.0166678049559211	0.15345320406206303	0.0987253650613812	0.0744035148582434
0.135610859094312	0.0479649753942092	0.0446599106681582	0.122641915937937	0.0682526901601914	0.133223441422249
0.0893313966930376	0.111293192908304	0.10228270797240001	0.0514822404469823	0.0860563612738711	0.108625124530703
0.0749707370010094	0.0933502831995749	0.11067492157046499	0.0538080368711597	0.187290333031228	0.0906891024126534
0.0529079818435799	0.0783153765891744	0.0910277192166703	0.10968711964269802	0.19021701754859696	0.0834296510549585
0.0433182090934572	0.0546036289343931	0.065606437305826	0.167913470937937	0.11987317445140303	0.10198617794504199
0.0832387347814113	0.10659994341082599	0.0672923211102168	0.18610978526883104	0.113620786938619	0.15019483070400302
0.0898862588484483	0.15914781709169598	0.0754201340536151	0.0603757718711599	0.0757978640688641	0.14755171085824403
0.0943783779793209	0.12329316936812	0.0815605312732722	0.0885769336140803	0.10494041593113498	0.262889471507047
0.0382794608589014	0.149859984436915	0.0886524472042314	0.0943930997311687	0.0853000248838492	0.167800149502549
0.139241850940679	0.100649971065607	0.0982446905051033	0.13570082906206302	0.137891265451403	0.0454564035777517
0.0676250560904429	0.130441031800425	0.166643151273272	0.10301411035730199	0.09153171254859699	0.11638400833545098
0.0521932350910094	0.0709637260656068	0.0829044879299058	0.0840248426992003	0.0573900009612887	0.0881959044202485
0.10099442483509001	0.0805581715891742	0.0541379555051032	0.15911491350756798	0.18524064556538394	0.180619893507047
0.143126971290443	0.100195901545513	0.12892321127327197	0.10219951906206301	0.13574357016767402	0.168708780579752
0.0537231993554517	0.130081102259522	0.13345843372672803	0.120579258933125	0.160716134451403	0.12310319246309501
0.126472471259557	0.0580646689343932	0.1103280579724	0.10948910406206301	0.15085750293861902	0.10465283813216099
0.15565053539431198	0.0602147236441721	0.0433292527957686	0.144149202122648	0.0432834615347087	0.100534437897697
0.105181559690679	0.0892216484108257	0.0620545787267277	0.244490542926933	0.10210270817536199	0.0519272387040028
0.0923778802987787	0.123907867091696	0.0566959157833297	0.10098329015672501	0.0736938209172476	0.12332580110230301
0.0840747504035799	0.0943366879083038	0.0675420534295354	0.16916498073736097	0.0898615679687711	0.0974522879072921
0.0948581221176824	0.0544189410656069	0.0379302813938326	0.0610748809379372	0.0893658430613808	0.0528903856549544
0.042335607736632	0.10677976158917402	0.22664811623077802	0.149643339642698	0.0920923607261291	0.0632493109450418
0.0715684367056879	0.0632998279083038	0.160171676273272	0.132396487926933	0.18201176547277398	0.12554201842024798
0.11008933989732599	0.0527177496057908	0.153503077070094	0.129327240759786	0.12396934944978699	0.10641957514175698
0.0604040295026736	0.126697280129358	0.16574642792990602	0.106132322451795	0.136507957451403	0.11941183089769698
0.0806084229964201	0.12133467960579099	0.117434624871336	0.10173381944078999	0.153761369739716	0.131260299429844
0.10545265305744901	0.115679352091696	0.12786233269417402	0.15412417707306697	0.0916075181161507	0.0931066713732004
0.0275417596921313	0.17437248841082598	0.0539652640536151	0.14665978093793697	0.14402563946529098	0.0690314556944076
0.0372462397595571	0.221626642091696	0.11479679578332999	0.19528233406206302	0.136266581534709	0.09200843053690501
0.11799397010358	0.190900492908304	0.0445437142166703	0.0873045109379374	0.0537120029311356	0.11078213350254901
0.0998750957069623	0.122719760896731	0.040596375291719	0.130759154820849	0.102302398883849	0.0305404537007412
0.0677398316434572	0.0945207343681196	0.0668843406066979	0.10474988192207199	0.102119926917248	0.140552718507047
0.103217100740443	0.0846616795831749	0.0951525176941736	0.0442464937549741	0.098797779472774	0.18770990550254896
0.10878547089641999	0.0977152854168251	0.0835595878093452	0.124326695156726	0.0486856180613811	0.0751453190155048
0.095005455140679	0.0669686193934898	0.10292903623077802	0.0601532878997771	0.0594472919172479	0.0922463774298436
0.0668678940450322	0.154274348410826	0.17090583207009402	0.0641331721226484	0.0301265676412069	0.0426466735701562
0.105920837316962	0.11097578135582802	0.0282746831026483	0.12584034149243198	0.11626107696877198	0.0900577869844949
0.0759583150930377	0.0349501282602411	0.12172402792990598	0.17233214850756798	0.0885328405653839	0.0744795327040031
0.0376155151380843	0.14242673290830402	0.10170881707009401	0.23861721526883103	0.0884022747322327	0.0441964655777514
0.0873464697069623	0.122237192048271	0.0795184070275996	0.144902132451795	0.0983997535347094	0.0942952556172049
0.140216957508046	0.083331735394209	0.0670601809463847	0.136656419262639	0.131252686260284	0.0838702743354505
0.14304984394044298	0.10137102841082599	0.0497973735925906	0.0736563927487821	0.0690798635411138	0.10886895949745198
0.0285546704724579	0.0978909375507932	0.0785399185925907	0.148911175937938	0.0540007754514032	0.11598126810230301
0.0940896514056878	0.0946990539343931	0.10344755372672802	0.12802669149243198	0.10111660893861901	0.0936985859072925
0.146660506109321	0.136351904436915	0.05808727905361499	0.149773195357302	0.0852535364727743	0.114854067132161
0.0799067733906791	0.181524331065607	0.107817841580152	0.16835976464269797	0.0994458716412067	0.0702030564298442
0.0738491269595571	0.150220398934393	0.11228568707009401	0.16346530187116	0.17198095806138097	0.15262161486783898
0.103257526794312	0.15272437541682501	0.0851024982567928	0.15114531093793698	0.19754115547277398	0.14379195558734698
0.0481893182012213	0.118617169583175	0.0655150464074093	0.15141882118534303	0.13803593645888598	0.0923825157497895
0.0756455483110094	0.0992942394552062	0.0658076406681583	0.17173818225121804	0.0665776340160578	0.0578373489354465
0.0857955375080464	0.0806015894115449	0.0876820851286637	0.0645202841337013	0.0687634294588861	0.0715216167040031
0.0862267221904429	0.0924127158967311	0.0283912150440787	0.143950923754974	0.0981855042602842	0.0780661925025489
