sub-001	sub-002	sub-003	sub-004	sub-005	sub-006	sub-007	sub-010	sub-011	sub-012	sub-013	sub-015	sub-016	sub-017	sub-018	sub-019	sub-020	sub-021	sub-022	sub-023	sub-024	sub-025	sub-026	sub-027	sub-029	sub-030	sub-031	sub-032
-0.4230509618629767	0.13854822671528008	-0.26620973269362574	-0.24212878326223847	-0.007420091324200913	0.48772678762006405	0.11437908496732026	-0.14076425344890733	-0.43621047491148823	-0.011369509043927648	-0.28651371012870736	0.1105253909681954	0.016002098635886673	-0.30260155180282977	-0.30808251606357795	0.019935920256318976	0.22060798437309243	-0.303015504822366	-0.06321955160573621	-0.07307804735457468	-0.1902087657184715	-0.1461892247043364	-0.2509707745759248	-0.2771172045619995	-0.16127552190869465	0.8588828223435532	-0.416187527642636	-0.35372848948374763
-0.4684441444481944	0.16639045409347034	-0.2671692940370117	-0.23380052813325208	0.06278538812785388	0.5373532550693704	0.14612511671335202	-0.14174093517275058	-0.4332804297399585	0.009431524547803617	-0.268047006155568	0.15023721665788087	-0.046169989506820566	-0.31424007302601553	-0.29709164693946566	-0.003915984336062656	0.23721157367842755	-0.293370772799414	-0.010906887497475258	-0.04443145279158141	-0.18642412403857891	-0.16245072273324573	-0.2597588391579808	-0.31545741324921134	-0.14911676990135353	0.8189836203275934	-0.3911985846970367	-0.33078393881453155
-0.4922375970300371	0.23864766324163075	-0.25003427004797807	-0.23359739995937437	0.21860730593607305	0.562700106723586	0.20518207282913165	-0.12721279453058235	-0.41582224392626055	0.05813953488372093	-0.23559037493005036	0.1820418204182042	-0.0978488982161595	-0.28708352350524874	-0.29573892458572876	-0.030437878248487007	0.27212794530582346	-0.303015504822366	0.029085033326600687	0.02776965799473838	-0.17384934684409717	-0.1657358738501971	-0.25812385039852853	-0.3654452802717787	-0.14429915118146364	0.6808063838723225	-0.4044670499778859	-0.32466539196940725
-0.5140060749240635	0.25754060324825984	-0.20137080191912268	-0.21734714604915703	0.3481735159817352	0.49119530416221985	0.23179271708683474	-0.1214747894030033	-0.3805396166524234	0.10077519379844961	-0.19921656407386681	0.2052363380776665	-0.15031479538300105	-0.25148334094020997	-0.3014879945891106	-0.06870772516909933	0.29446953973873763	-0.31082895861311194	0.0668551807715613	0.10961707103186202	-0.17421560249053838	-0.19842312746386334	-0.2654812998160638	-0.4348459111866052	-0.14475797201192933	0.5606887862242755	-0.39761167624944715	-0.30592734225621415
-0.5546743165710428	0.30096121975472323	-0.14283755997258396	-0.19378427787934185	0.398972602739726	0.40928495197438636	0.25210084033613445	-0.12049810767916005	-0.33133927481382003	0.13294573643410854	-0.18802462227196418	0.20330346160604462	-0.16290661070304302	-0.3053400273847558	-0.30250253635441327	-0.09789960840156639	0.3166890489561714	-0.31095104382859234	0.12300545344374873	0.12744811458637825	-0.1766573068001465	-0.21156373193166886	-0.26875127733496834	-0.46517835476826014	-0.13443450332645102	0.4502309953800924	-0.34940291906236176	-0.2956022944550669
-0.5693553830577118	0.3722240636393769	-0.09266620973269363	-0.1750964858825919	0.4708904109589041	0.327641408751334	0.2759103641456583	-0.10145281406421683	-0.24649005005493835	0.1603359173126615	-0.16060436485730273	0.21068353540678264	-0.17444910807974817	-0.2756732085805568	-0.309604328711532	-0.12584549661801353	0.3234037358075937	-0.3141252594310829	0.18279135528176127	0.1616486407483192	-0.16713465999267488	-0.21287779237844942	-0.26139382791743304	-0.5027905848095122	-0.14039917412250516	0.3473330533389332	-0.27045555064130916	-0.2982791586998088
-0.5825177185285184	0.39410009943652635	-0.03303632625085675	-0.1324395693682714	0.5753424657534246	0.22411953041622198	0.3050887021475257	-0.08545965083628372	-0.12721279453058235	0.2111111111111111	-0.2008953553441522	0.20558777016341592	-0.2025183630640084	-0.24623459607485165	-0.3116334122421373	-0.13474546101815593	0.3376877060188011	-0.3003296300817971	0.20622096546152294	0.23735749780765858	-0.15687950189232083	-0.2251971090670171	-0.2542407520948293	-0.5122543072069886	-0.1672401927047488	0.23267534649307015	-0.20079610791685096	-0.28451242829827916
-0.5818427269659129	0.4219423268147166	0.03125428375599726	-0.10095470241722528	0.6318493150684932	0.13660618996798293	0.3018207282913165	-0.09363936027347088	-0.0849713099743621	0.2660206718346253	-0.18746502518186905	0.17044456158847301	-0.2229800629590766	-0.23984481971702418	-0.29370984105512343	-0.1783552865788537	0.3607618117445977	-0.2932486875839336	0.2326802666128055	0.3162817889505992	-0.1632279330973019	-0.2345597897503285	-0.17330880850194155	-0.5321523901965542	-0.16379903647625602	0.09533809323813523	-0.10769570986289252	-0.28068833652007646
-0.5973675329058387	0.46635730858468677	0.09856065798492118	-0.06296973390209222	0.6735159817351598	0.10779082177161152	0.2857142857142857	-0.07483823708948846	-0.015504822366011476	0.28875968992248063	-0.1684387241186346	0.14514145141451415	-0.22219307450157397	-0.2423550890004564	-0.2861007778153534	-0.21431114275542898	0.3782199975582957	-0.29312660236845317	0.26297717632801454	0.368897983045893	-0.16408252960566475	-0.23685939553219448	-0.10320866544042509	-0.5287551565154088	-0.14774030740995642	0.02015959680806384	-0.028748341441839895	-0.28451242829827916
-0.6132298346270671	0.47199204507789194	0.15352981494174092	0.001421897217144018	0.7151826484018264	0.04215581643543223	0.21872082166199813	-0.06104260774020266	0.04456110365034794	0.3583979328165375	-0.182988248461108	0.11280969952556669	-0.2290136411332634	-0.2323140118667275	-0.267331755157254	-0.21555713777144891	0.398486143328043	-0.2801855695275302	0.2720662492425773	0.4314527915814089	-0.15687950189232083	-0.23423127463863339	-0.09891681994686287	-0.5302111138073283	-0.13810506997017666	-0.123897522049559	0.032507739938080496	-0.25965583173996176
