rest 1	motor 1	emotion 1	rest 2	motor 2	emotion 2
76.15745259786921	81.6775164737598	83.7522510037702	80.4034445904019	84.4900810051246	79.9240679679975
71.8294978702412	76.6474500270162	79.09410803504021	63.2402830477219	86.95447915127359	80.6152269677715
64.2425311248077	73.7438823599708	76.4527916626257	71.15451945646629	74.8576710715225	71.9119840637906
76.0873804754234	66.64314642885701	84.5783997781247	67.31672875091829	57.8230466913258	68.191709135449
86.25427099826891	85.419957699976	87.7691442096231	89.26333069124658	87.18970410906358	89.7727605547184
85.88384341503101	90.2575676428196	97.47487899778879	90.56737633520521	100.253641700134	97.5836898019801
69.7800602638207	77.0533547458385	79.5344155926748	66.8493075640488	73.89637063852321	67.08458189642221
46.0944153720566	45.90512904394279	38.682829103034294	47.661525234908105	62.6895544939773	39.2792773069313
84.37895691526221	76.5957085927803	81.416724301515	77.10820422935541	66.2808015576056	62.5178037889926
68.2124719510626	77.9295006490726	69.43464090682299	68.3834846946491	76.149598902165	83.0625528468597
81.60459656965901	77.2558242397925	85.7096484041982	73.0288115122678	84.25937440725241	78.6896033295825
86.99961281492581	88.3157790079334	98.1749281796084	86.48117988298858	94.1130901953928	94.3317026610045
79.225624092145	85.00967712153621	76.6708286511387	74.31442728012429	67.4213477736825	75.2373688994972
80.6421077625817	78.3879232768323	77.84392880532141	85.7745237409501	81.43517367075592	73.8689648225772
82.8779172887885	86.6108183664567	92.7048688272497	86.30824258043378	83.85933993340801	91.64819840047441
79.4683736665548	79.4416048678046	79.34234872195991	84.6496502901943	82.65768713113309	82.3326475616807
86.0497358236239	79.73793474081221	89.78628906164721	71.4045083428338	84.12625208655051	77.7354831314409
59.981692581516	58.41107665127629	71.9147773852462	52.924522859249805	64.2117946082994	43.686172269896794
86.1116728321356	85.7378338706522	83.6614867250643	88.56868220977721	90.016011077789	85.30982866903629
86.4320850064805	83.72689921815031	88.41890810271259	75.457331724502	84.6784838047852	86.461656009357
73.4779828942912	76.2150610884228	78.4750720179517	73.8828061246125	77.0553715041959	67.4981109667552
84.2448896921611	76.5488582215001	86.5051965728858	75.9753937629147	80.5988529710425	76.3603924180459
84.8587378995173	71.6410893484327	81.8727727507177	78.1585640361496	82.90253929898641	85.77805137695229
69.4580645559012	69.8820296717114	78.9803022820204	68.4636276662134	81.0532908312432	79.33174637347629
75.31626987184659	70.47224381465159	67.2276414934031	68.0468717324783	68.6917655415687	72.4870730765044
84.74951843964949	82.4055294691239	88.78366076183609	83.1494674171431	85.84057160946129	84.2747266084682
74.92360934858591	65.2678871377782	72.4417704116584	75.8664277044452	76.0869417879656	61.106652782824405
85.2432020820534	87.3102063190172	89.96707885748091	84.3555456140617	81.2908358145874	79.2762204078148
